ASV_1,ASV_2,ASV_3,ASV_4,ASV_5,ASV_6,ASV_7,ASV_8,ASV_9,ASV_10,ASV_11,ASV_12,ASV_13,ASV_14,ASV_15,ASV_16,ASV_17,ASV_18,ASV_19,ASV_20,ASV_21,ASV_22,ASV_23,ASV_24,ASV_25,ASV_26,ASV_27,ASV_28,ASV_29,ASV_30,ASV_31,ASV_32,ASV_33,ASV_34,ASV_35,ASV_36,ASV_37,ASV_38,ASV_39,ASV_40,ASV_41,ASV_42,ASV_43,ASV_44,ASV_45,ASV_46,ASV_47,ASV_48,ASV_49,ASV_50,ASV_51,ASV_52,ASV_53,ASV_54,ASV_55,ASV_56,ASV_57,ASV_58,ASV_59,ASV_60,ASV_61,ASV_62,ASV_63,ASV_64,ASV_65,ASV_66,ASV_67,ASV_68,ASV_69,ASV_70,ASV_71,ASV_72,ASV_73,ASV_74,ASV_75,ASV_76,ASV_77,ASV_78,ASV_79,ASV_80,ASV_81,ASV_82,ASV_83,ASV_84,ASV_85,ASV_86,ASV_87,ASV_88,ASV_89,ASV_90,ASV_91,ASV_92,ASV_93,ASV_94,ASV_95,ASV_96,ASV_97,ASV_98,ASV_99,ASV_100,ASV_101,ASV_102,ASV_103,ASV_104,ASV_105,ASV_106,ASV_107,ASV_108,ASV_109,ASV_110,ASV_111,ASV_112,ASV_113,ASV_114,ASV_115,ASV_116,ASV_117,ASV_118,ASV_119,ASV_120,ASV_121,ASV_122,ASV_123,ASV_124,ASV_125,ASV_126,ASV_127,ASV_128,ASV_129,ASV_130,ASV_131,ASV_132,ASV_133,ASV_134,ASV_135,ASV_136,ASV_137,ASV_138,ASV_139,ASV_140,ASV_141,ASV_142,ASV_143,ASV_144,ASV_145,ASV_146,ASV_147,ASV_148,ASV_149,ASV_150,ASV_151,ASV_152,ASV_153,ASV_154,ASV_155,ASV_156,ASV_157,ASV_158,ASV_159,ASV_160,ASV_161,ASV_162,ASV_163,ASV_164,ASV_165,ASV_166,ASV_167,ASV_168,ASV_169,ASV_170,ASV_171,ASV_172,ASV_173,ASV_174,ASV_175,ASV_176,ASV_177,ASV_178,ASV_179,ASV_180,ASV_181,ASV_182,ASV_183,ASV_184,ASV_185,ASV_186,ASV_187,ASV_188,ASV_189,ASV_190,ASV_191,ASV_192,ASV_193,ASV_194,ASV_195,ASV_196,ASV_197,ASV_198,ASV_199,ASV_200,ASV_201,ASV_202,ASV_203,ASV_204,ASV_205,ASV_206,ASV_207,ASV_208,ASV_209,ASV_210,ASV_211,ASV_212,ASV_213,ASV_214,sample,Method,Island,Year,ID,Date.Collected,dada2_sample,unoise_sample,Size,Extract..Date,Sterilized,Source
177549,0,0,521,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV100,Hand,East 11,2015,Heteropoda venatoria,,HEV.100_S22,HEV100,16.7,10/28/19,NS,FIELD
219335,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,5,24,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,HEV101,Hand,Holei 1,2015,Heteropoda venatoria,,HEV.101_S23,HEV101,16.7,10/28/19,SS,FIELD
186660,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,HEV102,Hand,Holei 2,2015,Heteropoda venatoria,,HEV.102_S1,HEV102,12.2,10/28/19,SS,FIELD
199570,0,0,0,0,0,0,80,0,0,0,0,9,6,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV103,Hand,Holei 3,2015,Heteropoda venatoria,,HEV.103_S2,HEV103,13.5,10/28/19,SS,FIELD
134902,0,0,15393,0,0,0,0,16,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,HEV104,Hand,Holei 4,2015,Heteropoda venatoria,,HEV.104_S3,HEV104,13.2,10/28/19,SS,FIELD
145046,0,0,0,0,0,0,8,0,0,0,65,12,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV105,Hand,Holei 5,2015,Heteropoda venatoria,,HEV.105_S4,HEV105,13.4,10/28/19,SS,FIELD
188144,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,18,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV106,Hand,Holei 6,2015,Heteropoda venatoria,,HEV.106_S5,HEV106,15,10/28/19,NS,FIELD
165467,0,0,0,0,0,0,0,20,0,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,HEV107,Hand,Holei 7,2015,Heteropoda venatoria,,HEV.107_S6,HEV107,11.4,10/28/19,NS,FIELD
143668,0,0,44807,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,HEV108,Hand,Holei 8,2015,Heteropoda venatoria,,HEV.108_S7,HEV108,11.5,10/28/19,NS,FIELD
187594,0,0,0,0,0,0,0,111,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,83,0,0,0,0,0,0,0,136,0,0,0,0,109,64,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,HEV109,Hand,Holei 9,2015,Heteropoda venatoria,,HEV.109_S8,HEV109,12.8,10/28/19,NS,FIELD
